Date,"('SPY', 'AdjClose')","('SPY', 'Close')","('SPY', 'High')","('SPY', 'Low')","('SPY', 'Open')","('SPY', 'Volume')",AdjClose,Close,High,Low,Open,SPY,SPY.1,SPY.2,SPY.3,SPY.4,SPY.5,Volume,"('SPY', 'Open').1","('SPY', 'High').1","('SPY', 'Low').1","('SPY', 'Close').1","('SPY', 'AdjClose').1","('SPY', 'Volume').1","('SPY', 'Open').2","('SPY', 'High').2","('SPY', 'Low').2","('SPY', 'Close').2","('SPY', 'AdjClose').2","('SPY', 'Volume').2","('SPY', 'Open')","('SPY', 'High')","('SPY', 'Low')","('SPY', 'Close')","('SPY', 'AdjClose')","('SPY', 'Volume')"
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.1600036621094,473.6700134277344,470.489990234375,472.6499938964844,461.2474670410156,123623700.0
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.42999267578125,471.19000244140625,468.1700134277344,468.7900085449219,457.4805908203125,103585900.0
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.29998779296875,470.9599914550781,467.04998779296875,467.2799987792969,456.00701904296875,84232200.0
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.489990234375,470.44000244140625,466.42999267578125,467.9200134277344,456.6315612792969,86118900.0
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.42999267578125,474.75,468.29998779296875,474.6000061035156,463.15045166015625,74879100.0
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.8699951171875,474.92999267578125,471.3500061035156,473.8800048828125,462.44781494140625,65931400.0
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.1600036621094,477.45001220703125,473.8699951171875,476.55999755859375,465.0631408691406,67310600.0
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.5899963378906,478.1199951171875,472.260009765625,476.3500061035156,464.85821533203125,77940700.0
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.8399963378906,478.6000061035156,475.2300109863281,476.67999267578125,465.1802062988281,58026400.0
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.260009765625,476.6099853515625,473.05999755859375,474.92999267578125,463.472412109375,85014900.0
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.82000732421875,472.7900085449219,469.8699951171875,472.2900085449219,460.8961486816406,68843900.0
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,464.99481201171875,91856200.0
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.6499938964844,482.7200012207031,476.5400085449219,482.42999267578125,470.79150390625,110834500.0
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.010009765625,485.2200012207031,482.7799987792969,483.45001220703125,471.78692626953125,75844900.0
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,473.16290283203125,49945300.0
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,473.6800842285156,81765000.0
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,476.25640869140625,72525000.0
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,475.6513671875,76641600.0
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,479.4182434082031,61322800.0
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,479.04742431640625,58618400.0
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,471.23065185546875,126011100.0
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,477.3982238769531,91891600.0
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,482.4239807128906,99228200.0
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,480.6673278808594,75757100.0
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,482.0628662109375,55918600.0
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,486.08343505859375,70556500.0
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,486.29815673828125,52343600.0
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,489.10870361328125,63979400.0
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.1700134277344,503.5,500.239990234375,500.9800109863281,488.8940124511719,56502300.0
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,482.160400390625,113099200.0
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,486.5421447753906,68387800.0
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,489.8991394042969,61683000.0
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.70001220703125,502.8699951171875,498.75,499.510009765625,487.45947265625,75532900.0
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,484.7758483886719,71736700.0
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,485.2149658203125,59293400.0
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.010009765625,508.489990234375,503.0199890136719,507.5,495.2567138671875,76402500.0
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,495.5982666015625,61321800.0
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.29998779296875,508.75,505.8599853515625,505.989990234375,493.78314208984375,50386700.0
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.70001220703125,507.1600036621094,504.75,506.92999267578125,494.700439453125,48854500.0
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,494.046630859375,56506600.0
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,495.8226623535156,83924800.0
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,500.4776306152344,76844800.0
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.030029296875,514.2000122070312,512.0,512.2999877929688,499.94091796875,49799300.0
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,494.9444274902344,72855600.0
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.54998779296875,512.0700073242188,508.4200134277344,509.75,497.45245361328125,68382400.0
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,502.39031982421875,58652100.0
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,499.3748779296875,86532500.0
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.4800109863281,511.8800048828125,508.5,511.2799987792969,498.9455261230469,62557200.0
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,504.3128356933594,73114400.0
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,503.5223388671875,55104100.0
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,502.5269775390625,110171800.0
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,499.0763244628906,107646300.0
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,515.47998046875,512.4400024414062,512.8599853515625,502.04241943359375,88893300.0
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.1500244140625,516.0,511.1199951171875,515.7100219726562,504.83233642578125,60755300.0
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,509.50164794921875,69594600.0
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,511.18548583984375,60256100.0
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,510.2162780761719,79070800.0
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,508.8067321777344,48512100.0
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,507.8669128417969,65463700.0
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,512.1349487304688,82999800.0
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,512.037109375,96294900.0
2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,511.146240234375,62477500.0
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,507.89630126953125,74230300.0
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,508.4542541503906,59155800.0
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,502.2480163574219,96858100.0
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,507.4949645996094,74546500.0
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,507.77880859375,48401800.0
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5,520.75,514.3499755859375,519.3200073242188,508.3662109375,68049200.0
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,503.27581787109375,82652800.0
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.6799926757812,519.47998046875,512.0800170898438,518.0,507.07403564453125,70099000.0
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,500.0748596191406,92561100.0
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,493.809814453125,92101400.0
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.94000244140625,506.5,502.2099914550781,503.5299987792969,492.9092102050781,73484000.0
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,489.9920349121094,75910300.0
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,488.98382568359375,74548100.0
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,484.7158203125,102212600.0
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,489.17962646484375,67961000.0
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,494.9844665527344,64633600.0
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,494.74957275390625,55928100.0
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,492.87005615234375,69122400.0
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,497.5394592285156,64306100.0
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0899963378906,510.75,507.25,510.05999755859375,499.3014831542969,46415400.0
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,491.3919372558594,77483600.0
2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,489.7962951660156,80242800.0
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,494.3775634765625,62550200.0
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,500.50555419921875,72756700.0
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.75,516.6099853515625,513.2999877929688,516.5700073242188,505.6741638183594,47264700.0
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,506.23223876953125,52561300.0
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,506.28106689453125,42047200.0
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,509.19818115234375,43643700.0
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,509.8540954589844,52233200.0
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,509.9226379394531,36716400.0
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,512.2622680664062,57535900.0
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,518.6055908203125,59504900.0
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,517.53857421875,50244800.0
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,518.2824096679688,59187600.0
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,518.8795776367188,37764200.0
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,520.1522827148438,33437000.0
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,518.6544799804688,48390000.0
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,514.8660888671875,57211200.0
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,518.2728271484375,41291100.0
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,518.6348876953125,36269600.0
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,515.003173828125,45190300.0
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,511.5868225097656,46377600.0
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5900268554688,527.5,518.3599853515625,527.3699951171875,516.246337890625,90785800.0
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,516.6673583984375,46835700.0
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,517.2448120117188,34632700.0
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,523.3924560546875,47610400.0
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,523.3825073242188,30808500.0
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,522.746337890625,43224500.0
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,524.3615112304688,35686100.0
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,525.6243286132812,36383400.0
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,529.9412841796875,63251300.0
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,531.0082397460938,44760900.0
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,531.331298828125,40089900.0
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,535.5602416992188,55839500.0
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,536.9208984375,41376400.0
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.4400024414062,550.1199951171875,545.1799926757812,547.0,535.4623413085938,70328200.0
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,534.744384765625,64338600.0
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,533.006103515625,45528700.0
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,535.0587158203125,37936200.0
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,535.7265014648438,38550600.0
